,SN,expectedAge,Age,AgeRange,Gender,Race,S3.Others,Citizen,Marital,WhenMarry,NoMarry.CannotFind,NoMarry.TooExpensive,NoMarry.CannotFindHouse,NoMarry.Others,A3_4.Others,No.Children,No.ChildrenIntend,MoreChildren,Child.TooExpensive,Child.HardSecureHouse,Child.TooCompetitive,Child.TooUncertain,Child.DifficultChildcare,Child.AffectCareer,Child.Enough,Others,A7_8.Others,Breadwinner,PurchaseHouse,WithWho,DecisionMaker,YrPurchase,YrNextChild,DualIncome,SingleIncome,NonHousingAssets,Rank_Size,Rank_Location,Rank_Gains,Rank_MoveInTime,Rank_SellTime,C1_1,C1_2,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,C3_4,C3_a,C3_b,C4Post_1,C4Post_2,C4Post_3,C4Post_4,C5_1,C5_2,C5_3,C6_1,C6_2,C6_3,C6_4,C6_a,C6_b,D1_1,D1_2,D2_1,D2_2,D2_3,D3_1,D3_2,D3_3,D3_4,D3_a,D3_b,D4Post_1,D4Post_2,D4Post_3,D4Post_4,D5_1,D5_2,D5_3,D6_1,D6_2,D6_3,D6_4,D6_a,D6_b,E1_1,E1_2,E2_1,E2_2,E2_3,E3_1,E3_2,E3_3,E3_4,E3_a,E3_b,E4Post_1,E4Post_2,E4Post_3,E4Post_4,E5_1,E5_2,E5_3,E6_1,E6_2,E6_3,E6_4,E6_a,E6_b,F1_1,F1_2,F2_1,F2_2,F2_3,F3_1,F3_2,F3_3,F3_4,F3_a,F3_b,F4Post_1,F4Post_2,F4Post_3,F4Post_4,F5_1,F5_2,F5_3,F6_1,F6_2,F6_3,F6_4,F6_a,F6_b,CD_s_1_1,CD_s_1_2,CD_s_2_1,CD_s_2_2,CD_s_2_3,CD_s_2_a,CD_s_2_b,CD_s_3_1,CD_s_3_2,CD_s_3_3,CD_s_4_1,CD_s_4_2,CD_s_4_3,CD_s_5_1,CD_s_5_2,CD_s_5_3,CD_s_5_4,CD_s_5_a,CD_s_5_b,E_s_1_1,E_s_1_2,E_s_2_1,E_s_2_2,E_s_2_3,E_s_2_a,E_s_2_b,E_s_3_1,E_s_3_2,E_s_3_3,E_s_4_1,E_s_4_2,E_s_4_3,E_s_5_1,E_s_5_2,E_s_5_3,E_s_5_4,E_s_5_a,E_s_5_b,Policy.10mopTooLong,Policy.8mopTooLong,Policy.mopWontSell,Policy.mopCanWait,Policy.8clawbackTooStiff,Policy.4clawbackTooStiff,Policy.clawbackWontSell,Policy.clawbackCanCover,Policy.LikeLocation,Policy.LikeBig,Policy.Others,G1_11.Others,ChangeFamilyPlanning,MoreChild,LessChild,PolicyFamily.LessHousingBurden,PolicyFamily.MoreHousingBurden,PolicyFamily.EasierChildrenEnvironment,PolicyFamily.DifficultChildrenEnvironment,PolicyFamily.LifestyleChange,PolicyFamily.Others,G5_6.Others,CentralPublicDemand,CentralPrivateDemand,CentralPublicSupply,CentralPrivateSupply,CentralReturns,CentralVolatility,CentralPublicDemandPost,CentralPrivateDemandPost,CentralPublicSupplyPost,CentralPrivateSupplyPost,CentralReturnsPost,CentralVolatilityPost,PlusPublicDemand,PlusPrivateDemand,PlusPublicSupply,PlusPrivateSupply,PlusReturns,PlusVolatility,PlusPublicDemandPost,PlusPrivateDemandPost,PlusPublicSupplyPost,PlusPrivateSupplyPost,PlusReturnsPost,PlusVolatilityPost,StandardPublicDemand,StandardPrivateDemand,StandardPublicSupply,StandardPrivateSupply,StandardReturns,StandardVolatility,StandardPublicDemandPost,StandardPrivateDemandPost,StandardPublicSupplyPost,StandardPrivateSupplyPost,StandardReturnsPost,StandardVolatilityPost,Winner_LowIncomeBTO,Winner_HighIncomeBTO,Winner_PrivatePropertyPurchasers,Winner_HighIncomeResale,H1_5,Benefit_Below40yo,Benefit_40yo60yo,Benefit_Above60yo,Segregation,LowerWealthAccum,PersonalIncome,Education,Employment,I3.Others,Industry,WorkplaceLocate,WorkplaceLocality,HomeLocate,CurrentHouseOwner,I9.Others,CurrentHousingType,HDBType,PrivateType,I7_b_b.Others,YrMoveInHome,Owner.Parent,Owner.Spouse,Owner.Family,Owner.Friend,Owner.Other,I10_a_5.Others,HomeValueEstimate,RentFrom,I10_r_a.Others,HomeRentEstimate,Two_MatureNew,Two_NonMatureNew,Tri_MatureNew,Tri_NonMatureNew,Tri_MatureResale,Four_MatureNew,Four_NonMatureNew,Four_MatureResale,Four_NonMatureResale,PrePolicyDownpayment,PrePolicyTDSR,Post_PrimeNew,Post_NonMatureNew,Post_PlusResale,Post_NonMatureResale,Z5_1,Z5_2,Z5_3,PostFour_HighestRank,PostFour_MidPrimeNew,PostFour_SmallPrimeNew,PostFour_BigPlusNew,PostPolicyDownpayment,PostPolicyTDSR,Two_Single_MatureNew,Two_Single_MatureResale,Tri_Single_MatureNew,Tri_Single_MatureResale,Tri_Single_NonMatureResale,PrePolicyDownpaymentSingle,PrePolicyTDSRSingle,Post_Single_PrimeNew,Post_Single_PlusResale,Post_Single_NonMatureResale,Z_s_4_1,Z_s_4_2,Z_s_4_3,PostSingleFour_HighestRank,PostSingleFour_PrimeNew,PostSingleFour_PrimeResale,PostSingleFour_BigPlusResale,PostPolicyDownpaymentSingle,PostPolicyTDSRSingle,2ChoiceRANK1,3ChoiceRANK1,4ChoiceRANK1,PostChoiceRANK1,PostFourChoiceRANK1,2ChoiceRANK2,3ChoiceRANK2,4ChoiceRANK2,PostChoiceRANK2,PostFourChoiceRANK2,2ChoiceRANK3,3ChoiceRANK3,4ChoiceRANK3,PostChoiceRANK3,PostFourChoiceRANK3,2ChoiceRANK4,3ChoiceRANK4,4ChoiceRANK4,PostChoiceRANK4,PostFourChoiceRANK4,2ChoiceSingleRANK1,3ChoiceSingleRANK1,PostChoiceSingleRANK1,PostFourChoiceSingleRANK1,2ChoiceSingleRANK2,3ChoiceSingleRANK2,PostChoiceSingleRANK2,PostFourChoiceSingleRANK2,2ChoiceSingleRANK3,3ChoiceSingleRANK3,PostChoiceSingleRANK3,PostFourChoiceSingleRANK3,2ChoiceSingleRANK4,3ChoiceSingleRANK4,PostChoiceSingleRANK4,PostFourChoiceSingleRANK4,single_eligible,Rank_1,single1buy,ineli,Pn1,Pm1,P%1,Pn2,Pm2,P%2,Pn3,Pm3,P%3
386,387,29,28,2,2,1, ,1,1,,0,0,0,0, ,0,3.0,,0,0,0,0,0,0,0,0, ,2,2,3,1.0,2025,2026,3.0,,2,2,1,3,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,1,2,2,1,3,4,20%,25%,2,1,3,4,800,700,900,1,2,4,3,20%,25%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,0, ,1, , ,0,0,0,0,0,0, ,5,4,4,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,1,4,3,2,1,2,3,2,1,1,2,6, ,6.0,Bugis,,Bartley,5, ,1,,5.0, ,2015,1,0,0,0,0, ,2500000,, , ,2.0,1.0,3,1,2.0,2.0,1.0,3.0,4.0,20%,25%,2.0,1.0,3.0,4.0,800.0,700.0,900.0,1.0,2.0,4.0,3.0,20%,25%,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,,1.0,3.0,3.0,4.0,,,4.0,4.0,3.0,,,,,,,,,,,,,,,,,0,2,0,0,800.0,120.0,0.15,700.0,20.0,0.02857142857142857,900.0,220.0,0.24444444444444444
387,388,29,27,2,1,2, ,1,1,,0,0,0,0, ,0,1.0,,1,0,0,1,0,1,0,0, ,2,2,3,2.0,2026, ,2.0,,3,2,1,3,5,4, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,3,3,1,4,2,40%,20%,3,1,4,2,480,300,480,1,3,4,2,40%,20%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,0,0,0,1,1,1,0, ,1, , ,0,0,0,0,0,0, ,5,4,5,4,5,5,5,4,5,4,5,5,5,4,5,4,5,5,5,4,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,3,4,2,1,3,2,1,3,1,4,3,6, ,18.0,Woodlands North MRT,,530113,5, ,3,3.0,, ,2017,0,0,1,0,0, ,350000,, , ,2.0,1.0,2,1,3.0,3.0,1.0,4.0,2.0,40%,20%,3.0,1.0,4.0,2.0,480.0,300.0,480.0,1.0,3.0,4.0,2.0,40%,20%,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,,3.0,1.0,1.0,2.0,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,0,2,0,0,480.0,-20.0,-0.041666666666666664,300.0,-200.0,-0.6666666666666666,480.0,-20.0,-0.041666666666666664
388,389,34,24,1,2,1, ,1,3,4.0,0,0,0,0, ,0,4.0,,0,0,0,0,0,0,0,0, ,2,2,3,2.0,2034,2034,1.0,,3,2,1,4,5,3,1,2,1,2,3,2,1,3,4,30%,20%,3,1,4,2,700,200,300,3,4,2,1,20%,30%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,1,0,0,1,0,0,0, ,1, , ,0,0,0,0,0,0, ,6,6,6,6,7,4,5,5,4,2,7,5,4,5,5,4,6,4,5,5,4,4,6,4,4,6,3,3,6,3,3,5,4,6,7,4,5,2,3,1,4,1,3,2,2,1,7,8,2, ,, ,2.0,Tiong Bahru,5, ,3,3.0,, ,2000,1,0,0,0,0, ,900000,, , ,1.0,2.0,1,2,3.0,2.0,1.0,3.0,4.0,30%,20%,3.0,1.0,4.0,2.0,700.0,200.0,300.0,3.0,4.0,2.0,1.0,20%,30%,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,,3.0,3.0,1.0,1.0,,,4.0,3.0,2.0,,,,,,,,,,,,,,,,,0,2,0,0,700.0,400.0,0.5714285714285714,200.0,-100.0,-0.5,300.0,0.0,0.0
389,390,32,28,2,1,3, ,1,3,2.0,0,0,0,0, ,0,3.0,,0,0,0,0,0,0,0,0, ,2,2,3,2.0,2028,2029,2.0,,2,2,3,4,1,5, , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,3,2,1,4,2,3,20%,20%,3,1,2,4,650,500,700,2,3,4,1,20%,25%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,1,0,0,0,0,0,0, ,1, , ,0,0,0,0,0,0, ,3,5,3,4,2,5,6,6,3,4,2,5,5,3,3,4,5,6,6,3,4,4,6,5,6,3,2,4,2,5,6,5,6,4,3,6,4,2,5,3,1,2,3,1,3,1,4,3,6, ,6.0,Woodlands,,730841,5, ,3,4.0,, ,2000,1,0,0,0,0, ,400000,, , ,1.0,2.0,1,3,2.0,1.0,4.0,2.0,3.0,20%,20%,3.0,1.0,2.0,4.0,650.0,500.0,700.0,2.0,3.0,4.0,1.0,20%,25%,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,,2.0,4.0,1.0,2.0,,,2.0,4.0,3.0,,,,,,,,,,,,,,,,,0,4,0,0,650.0,150.0,0.23076923076923078,500.0,0.0,0.0,700.0,200.0,0.2857142857142857
390,391,32,24,1,1,1, ,1,3,4.0,0,0,0,0, ,0,3.0,,0,0,0,0,0,0,0,0, ,1,2,2,,2032,2028,,2.0,6,2,1,3,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,1,2,30%,40%,2,1,3,300,300,300,1,2,3,4,30%,30%,0,0,0,1,1,0,1,0,0,0,0, ,4, ,1,0,0,0,1,0,0, ,1,2,4,4,2,5,1,2,2,3,3,2,1,2,2,2,2,4,1,2,2,2,3,3,3,3,4,4,3,4,2,2,3,3,4,6,4,3,5,2,1,1,2,3,2,1,5,6,7, ,4.0,Woodlands,,Punggol,3, ,3,5.0,, ,2018,1,0,0,0,0, ,800000,, , ,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3.0,1.0,2.0,30%,40%,2.0,1.0,3.0,300.0,300.0,300.0,1.0,2.0,3.0,4.0,30%,30%,,3.0,3.0,3.0,1.0,,1.0,4.0,1.0,2.0,,,1.0,4.0,3.0,,,,,4.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,,1.0,3.0,3.0,,,,4.0,1,2,1,0,300.0,0.0,0.0,300.0,0.0,0.0,300.0,0.0,0.0
391,392,30,25,1,2,2, ,1,3,2.0,0,0,0,0, ,0,3.0,,0,0,0,0,0,0,0,0, ,2,2,3,2.0,2029,2030,3.0,,4,1,2,5,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,3,2,1,4,3,50%,30%,2,1,4,3,680,600,780,2,3,4,1,30%,30%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,0,0,0,1,0, ,1, , ,0,0,0,0,0,0, ,5,4,5,4,3,6,4,4,3,4,4,5,5,4,5,4,5,5,4,3,5,4,5,4,4,5,5,4,5,4,3,4,5,5,5,4,1,2,3,4,5,1,2,3,3,1,3,3,6, ,8.0,Rochor,,Bishan,5, ,3,5.0,, ,2020,1,0,0,0,0, ,750000,, , ,2.0,1.0,2,1,3.0,2.0,1.0,4.0,3.0,50%,30%,2.0,1.0,4.0,3.0,680.0,600.0,780.0,2.0,3.0,4.0,1.0,30%,30%,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,3.0,4.0,4.0,2.0,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,0,1,0,0,680.0,0.0,0.0,600.0,-80.0,-0.13333333333333333,780.0,100.0,0.1282051282051282
392,393,32,21,1,1,1, ,1,3,4.0,0,0,0,0, ,0,2.0,,0,0,0,0,0,0,0,0, ,2,2,3,2.0,2035,2036,1.0,,2,4,5,3,1,2,1,2,2,3,1,2,4,1,3,30%,45%,2,4,1,3,250,250,300,1,3,2,4,35%,55%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,1,0,0, ,5,1, ,0,0,1,0,0,0, ,6,4,5,5,5,5,5,4,5,5,5,4,4,4,6,4,5,5,4,3,4,4,4,5,4,4,4,4,3,5,4,4,3,3,6,4,1,3,2,5,4,3,2,1,1,2,7,8,2, ,, ,3.0,Jurong East,5, ,3,4.0,, ,2005,1,0,0,0,0, ,450000,, , ,1.0,2.0,2,3,1.0,2.0,4.0,1.0,3.0,30%,45%,2.0,4.0,1.0,3.0,250.0,250.0,300.0,1.0,3.0,2.0,4.0,35%,55%,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,,2.0,4.0,4.0,2.0,,,2.0,2.0,4.0,,,,,,,,,,,,,,,,,0,4,0,0,250.0,-50.0,-0.2,250.0,-50.0,-0.2,300.0,0.0,0.0
393,394,34,23,1,2,1, ,1,3,4.0,0,0,0,0, ,0,3.0,,0,0,0,0,0,0,0,0, ,2,2,3,2.0,2035,2036,2.0,,3,3,1,4,2,5, , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,3,4,2,3,1,90%,20%,2,3,4,1,300,300,300,1,4,3,2,90%,10%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,0,0,0,0,0, ,1, , ,0,0,0,0,0,0, ,5,4,3,4,5,3,2,5,4,4,4,3,6,6,4,4,2,4,6,5,6,4,3,2,3,6,4,5,5,4,4,5,3,2,5,6,5,4,3,2,1,2,1,3,1,2,7,8,3,Student,, ,2.0,MacPherson,5, ,3,3.0,, ,2024,1,0,0,0,0, ,300000,, , ,1.0,2.0,2,1,3.0,4.0,2.0,3.0,1.0,90%,20%,2.0,3.0,4.0,1.0,300.0,300.0,300.0,1.0,4.0,3.0,2.0,90%,10%,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,,3.0,3.0,2.0,3.0,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,0,2,0,0,300.0,-200.0,-0.6666666666666666,300.0,-200.0,-0.6666666666666666,300.0,-200.0,-0.6666666666666666
394,395,35,31,3,1,1, ,1,3,1.0,1,0,0,0, ,0,1.0,,1,0,0,0,0,0,0,1,I already have heavy caregiving expenses and cannot afford children.,1,1,2,,2028, ,,2.0,4,2,1,3,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,1,2,75%,0%,3,1,2,250,350,300,1,4,2,3,50%,30%,1,1,0,0,1,0,0,0,0,0,0, ,1, , ,0,0,0,0,0,0, ,5,6,5,6,6,5,4,3,5,4,3,5,6,4,4,3,4,5,4,5,4,5,4,5,3,7,4,5,3,5,3,5,5,3,3,5,5,3,4,1,2,3,2,1,2,1,4,2,6, ,2.0,Chinatown,,Buona Vista,5, ,3,5.0,, ,1998,1,0,0,0,0, ,830000,, , ,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3.0,1.0,2.0,75%,0%,3.0,1.0,2.0,250.0,350.0,300.0,1.0,4.0,2.0,3.0,50%,30%,,3.0,3.0,3.0,1.0,,1.0,4.0,4.0,3.0,,,1.0,1.0,4.0,,,,,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,,1.0,1.0,4.0,,,,2.0,1,2,1,0,250.0,-50.0,-0.2,350.0,50.0,0.14285714285714285,300.0,0.0,0.0
395,396,31,27,2,1,1, ,1,3,3.0,0,0,0,0, ,0,1.0,,1,0,0,1,0,0,0,0, ,1,2,3,1.0,2028, ,3.0,,2,2,1,4,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,3,1,4,3,2,1,30%,20%,1,2,3,4,680,680,680,4,3,2,1,20%,10%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,1,0,0,0,0,0, ,1, , ,0,0,0,0,0,0, ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,3,4,5,5,4,3,4,5,4,4,4,4,4,4,4,5,4,3,2,1,3,2,1,2,2,5,2,6, ,13.0,Promenade,,Ang Mo Kio,5, ,3,4.0,, ,2017,1,0,0,0,0, ,90000,, , ,1.0,2.0,2,3,1.0,4.0,3.0,2.0,1.0,30%,20%,1.0,2.0,3.0,4.0,680.0,680.0,680.0,4.0,3.0,2.0,1.0,20%,10%,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,1.0,4.0,2.0,1.0,3.0,2.0,3.0,,2.0,2.0,3.0,2.0,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,0,2,0,0,680.0,0.0,0.0,680.0,0.0,0.0,680.0,0.0,0.0
396,397,35,33,3,1,1, ,1,1,,0,0,0,0, ,0,3.0,,0,0,0,0,0,0,0,0, ,1,2,3,1.0,2026,2026,2.0,,2,2,4,5,3,1, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,3,3,1,4,2,20%,20%,3,1,4,2,400,301,500,1,3,4,2,20%,20%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,1,1,0,0,0,0,0, ,1, , ,0,0,0,0,0,0, ,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,2,5,1,3,1,2,3,2,2,4,2,6, ,13.0,Tanjong Pagar,,Tampines,2, ,3,4.0,, ,2021,0,1,0,0,0, ,700000,, , ,2.0,1.0,2,1,3.0,3.0,1.0,4.0,2.0,20%,20%,3.0,1.0,4.0,2.0,400.0,301.0,500.0,1.0,3.0,4.0,2.0,20%,20%,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,,3.0,1.0,1.0,2.0,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,0,5,0,0,400.0,-100.0,-0.25,301.0,-199.0,-0.6611295681063123,500.0,0.0,0.0
397,398,35,22,1,2,1, ,1,3,1.0,0,1,0,0, ,0,1.0,,0,0,0,1,0,0,0,0, ,2,2,1,2.0,2037, ,2.0,,1,2,3,1,5,4, , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,3,1,3,4,2,50%,25%,1,4,2,3,350,350,450,2,3,4,1,50%,30%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,1,1,1,0,0,0,1,0, ,3, , ,0,0,0,0,1,0, ,7,2,7,1,1,4,5,3,3,5,2,6,3,5,5,3,2,7,3,5,2,6,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,3,4,5,1,2,3,1,2,5,3,2, ,, ,2.0,Canberra,5, ,3,5.0,, ,2023,1,0,0,0,0, ,500000,, , ,1.0,2.0,1,2,3.0,1.0,3.0,4.0,2.0,50%,25%,1.0,4.0,2.0,3.0,350.0,350.0,450.0,2.0,3.0,4.0,1.0,50%,30%,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,,3.0,2.0,4.0,2.0,,,3.0,2.0,3.0,,,,,,,,,,,,,,,,,0,3,0,0,350.0,-150.0,-0.42857142857142855,350.0,-150.0,-0.42857142857142855,450.0,-50.0,-0.1111111111111111
398,399,31,29,2,1,1, ,1,3,3.0,0,0,0,0, ,0,2.0,,0,0,0,0,0,0,0,0, ,2,2,3,2.0,2026,2026,2.0,,1,2,1,4,3,5, , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,3,1,2,4,3,20%,30%,2,1,3,4,700,500,600,3,2,4,1,20%,40%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,0,0,0,0, ,1, , ,0,0,0,0,0,0, ,6,5,6,4,5,6,4,6,5,5,5,4,3,6,4,5,4,3,3,5,4,5,3,2,6,6,6,4,5,5,2,4,5,4,3,2,1,5,2,4,3,1,2,3,2,2,4,2,6, ,17.0,Telok Ayer,,Telok Blangah,5, ,3,4.0,, ,2013,1,0,0,0,0, ,1000000,, , ,1.0,2.0,1,2,3.0,1.0,2.0,4.0,3.0,20%,30%,2.0,1.0,3.0,4.0,700.0,500.0,600.0,3.0,2.0,4.0,1.0,20%,40%,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,,3.0,4.0,3.0,1.0,,,3.0,4.0,3.0,,,,,,,,,,,,,,,,,0,2,0,0,700.0,200.0,0.2857142857142857,500.0,0.0,0.0,600.0,100.0,0.16666666666666666
399,400,31,31,3,1,1, ,1,1,,0,0,0,0, ,0,2.0,,0,0,0,0,0,0,0,0, ,1,1,3,2.0,2024,2026,2.0,,1,2,1,4,3,5, , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,3,2,1,2,3,4,25%,20%,1,3,4,2,650,500,700,2,3,4,1,25%,20%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,0,1,0,0, ,4, ,1,0,1,0,1,0,0, ,2,5,5,5,6,6,6,6,3,4,6,5,6,6,5,3,6,5,5,4,4,5,5,5,4,4,3,4,4,4,3,5,3,4,3,4,5,1,4,2,3,3,2,1,3,1,6,2,6, ,6.0,Downtown,,Telok Blangah,2, ,3,4.0,, ,2024,0,1,0,0,0, ,1000000,, , ,1.0,2.0,1,3,2.0,1.0,2.0,3.0,4.0,25%,20%,1.0,3.0,4.0,2.0,650.0,500.0,700.0,2.0,3.0,4.0,1.0,25%,20%,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,4.0,1.0,,2.0,3.0,2.0,2.0,,,4.0,3.0,3.0,,,,,,,,,,,,,,,,,0,2,0,0,650.0,150.0,0.23076923076923078,500.0,0.0,0.0,700.0,200.0,0.2857142857142857
400,401,32,30,2,1,1, ,1,3,3.0,0,0,0,0, ,0,3.0,,0,0,0,0,0,0,0,0, ,2,2,3,2.0,2026,2026,3.0,,5,4,5,2,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,3,2,3,4,1,2,70%,30%,3,4,1,2,600,500,700,3,1,2,4,70%,30%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,1,1,0,0,0,0,0,0, ,5,2, ,0,0,1,0,0,0, ,3,2,4,4,5,4,4,5,5,4,5,4,3,2,4,4,5,5,6,6,4,4,6,5,3,4,3,4,4,4,5,5,5,5,6,5,2,1,4,3,5,3,2,1,2,2,6,2,6, ,15.0,152119,,152119,5, ,3,3.0,, ,2018,1,0,0,0,0, ,200000,, , ,1.0,2.0,1,3,2.0,3.0,4.0,1.0,2.0,70%,30%,3.0,4.0,1.0,2.0,600.0,500.0,700.0,3.0,1.0,2.0,4.0,70%,30%,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,,2.0,1.0,1.0,1.0,,,2.0,2.0,4.0,,,,,,,,,,,,,,,,,0,5,0,0,600.0,-80.0,-0.13333333333333333,500.0,-180.0,-0.36,700.0,20.0,0.02857142857142857
